"Submitted","Product_name","Company","Company_other","Formulation","Formulation_other","AI_English","AI_English2","percentage","percentage2","Biocontrol","registration_number","FRAC","FRAC2","warning","Targetdiseases","disease_Suppress","targetdiseases_alt","lower_dose","targetdiseases_other","Disease_Suppress_other","higher_dose","Unitofapplication","unit_of_application_alt","recommended_dose","REI","REI2","PHI","PHI2","application_number","total_application","application_number2","total_application2","application_method","application_method_alt","Comments","price_estimate","Comments_Mizuho","Referencewebpage","labeldate","File","Page Title","FLabel","FSDS","Submitted Login","Submitted From",
"2017-06-22 13:28:41 +00:00"," Rally 40 WSP","Dow AgroSciences","","Other","Dry","myclobutani","","40","","No","62719-410","3","","Caution","Anthracnose, Black rot, Powdery mildew","","","3","","","5","oz","","4","24","","14","","1.5lb/acre","0","","","Soil application (drench), Chemigation/irrigation, Aerial","","","1","Powdery mildew-For best results, begin application before bloom (12- to 18-inch shoot growth). Do not extend application intervals beyond 21 days. Use higher rates and/or shorter spray intervals on susceptible varieties or under heavy disease pressure.
","https://home.agrian.com/","2013-06-27","","Grape Fungicide Entry Form (US)","Rally_40_WSP_Label.pdf","Rally_40_WSP_MSDS.pdf","","4.30.36.70",
"2017-06-22 13:21:05 +00:00"," Quintec","Dow AgroSciences","","Concentrate solutions (C or LC)","NA","quinoxyfen","","22.58","","No","62719-375","13","","Caution","Powdery mildew","","","3","","","4","fl oz","","3.5","12","","14","","5","6.6","","","Spray application (Air)","","Do not make more than five applications of Quintec per calendar year, nor more than two consecutive applications of Quintec before
alternating to a fungicide that has a different mode of action and that is effective on local populations of the target powdery mildew pathogen.
","1","","https://home.agrian.com/","2014-03-24","","Grape Fungicide Entry Form (US)","Quintec_Label.pdf","Quintec_MSDS.pdf","","4.30.36.70",
"2017-06-21 18:32:05 +00:00","Quimag Quimicos Aguila Copper Sulfate Crystal","Others","Fabrica de Sulfato el Aguila, S.A. de C.V.","Other","Dry","Copper sulfate pentahydrate","","99","","No","73385-1","M1","","Danger","Powdery mildew","","","12","","","12","lb","","12","48","","3","","12","0","","","Spray application (Air)","","Apply in spring before bud-swell and before green
tissue is present. Apply in a high volume spray of
300 gallons water per acre. Direct spray to thoroughly wet the dormant vine, especially the bark of the trunk, head, or cordons","1","","https://home.agrian.com/","2015-05-01","","Grape Fungicide Entry Form (US)","Quimag_Quimicos_Aguila_Copper_Sulfate_Crystal_Label1j.pdf","Quimag_Quimicos_Aguila1a_Copper_Sulfate_Crystal_MSDS.pdf","","4.30.36.70",
"2017-06-21 18:25:09 +00:00","Quimag Quimicos Aguila Copper Sulfate Crystal","Others","Fabrica de Sulfato el Aguila, S.A. de C.V.","Other","Dry","Copper Sulfate Pentahydrate","","99","","No","73385-1","M1","","Danger","Downy mildew","","","12","","","12","lb","","12","48","","3","","79","0","","","Spray application (Air)","","","1","","https://home.agrian.com/","2015-05-01","","Grape Fungicide Entry Form (US)","Quimag_Quimicos_Aguila_Copper_Sulfate_Crystal_Label1j.pdf","Quimag_Quimicos_Aguila1a_Copper_Sulfate_Crystal_MSDS.pdf","","4.30.36.70",
"2017-06-21 18:15:10 +00:00","Quadris Top","Syngenta Crop Protection","","Other","Suspension","Azoxystrobin","Difenoconazole","18.2","11.4","No","100-1313","11","3","Caution","Alternaria, Angular leaf spot, Anthracnose, Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Rotbrenner, Septoria","Botrytis","","12","","","14","fl oz","","13","12","","14","","0","56","","","Spray application (Air)",""," A minimum of 15 gal/A of water for ground applications is recommended. For aerial applications, a minimum of 10 gal/A of water is recommended.","1","","https://home.agrian.com/","2016-01-01","","Grape Fungicide Entry Form (US)","Quadris_Top_Label.pdf","Quadris_Top_MSDS.pdf","","4.30.36.70",
"2017-06-21 18:05:11 +00:00","PureSpray GREEN","Petro Canda","","Other","Liquid","Mineral Oil","","98","","No","69526-9","NC","","Caution","Botrytis, Powdery mildew","","","0.75","","","0.75","gal","","0.75","4","","10-14","","0","0","","","Spray application (Air)",""," Do not apply sulfur within 10 days of an oil application.
Concentrate Spray: Use 1 to 3 gallons oil per acre in a minimum of 50 gals. of water per acre.
Note: 100 gallons per acre or greater is considered a dilute application. Concentrate sprays are under 100 gallons per acre and usually at about
50 gpa.","1","","","2011-08-09","","Grape Fungicide Entry Form (US)","PureSpray_GREEN_Label.pdf","PureSpray_GREEN_MSDS.pdf","","4.30.36.70",
"2017-06-21 17:03:18 +00:00","Procure 480SC ","MacDermid","","Other","Liquid","Triflumizole","","42.14","","No","400-518","3","","Caution","Powdery mildew","","","4","","","8","oz","","6","24","","14-21","","0","32 fl oz per season","","","Aerial","","Applications must be made on a 14-day spray schedule for suppression of Botrytis bunch rot.
 Do not apply within 7 days of harvest
 Sulfur at specified use rates can be applied before, with, and/or between PROCURE 480SC applications.","1","","","2015-10-20","","Grape Fungicide Entry Form (US)","Procure_480SC1c_016031014_Label.pdf","Procure_480SC1d_016031014_MSDS.pdf","","4.30.36.70",
"2017-06-21 16:49:47 +00:00","Pristine(R) Fungicide","BASF","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","NA"," Boscalid","Pyraclostrobin","25.5","12.8","No","7969-199","11","7","Caution","Botrytis","","","18.5","","","23","oz","","21","12","","14","","3","0","","","Spray application (Air)","","For aerial application to grape, use no less than 10 gallons of spray solution per acre
Use the higher rate and the shorter interval when disease pressure is high","1","","https://home.agrian.com/","2015-04-01","","Grape Fungicide Entry Form (US)","PristineR_Fungicide1t_Label.pdf","PristineR1_Fungicide_MSDS.pdf","","4.30.36.70",
"2017-06-21 14:18:54 +00:00","Pristine(R) Fungicide","BASF","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","NA","boscalid","Pyraclostrobin","25.2","12.8","No","7969-199","11","7","Caution","Angular leaf spot, Anthracnose, Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Ripe rot, Other","Botrytis, Sour rot","","8","Leaf blight","","12.5","oz","","10.5","5 days (treated grapes when conducting cane tying, cane turning or cane girdling)","12 hours","14","","5","69","","","Spray application (Air)","","","1","","https://home.agrian.com/","2015-04-01","","Grape Fungicide Entry Form (US)","PristineR_Fungicide1t_Label.pdf","PristineR1_Fungicide_MSDS.pdf","","4.30.36.70",
"2017-06-21 14:06:46 +00:00","Previsto","Gowan Company","","Other","Liquid","Copper hydroxide","","5","","No","10163-330 ","M1","","Danger","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","2","","","4","qt","","3","48","","3","","0","0","","","Spray application (Air)","","Begin applications at late dormant up to bud break
with subsequent applications throughout the season depending up on disease severity. 
 Do not apply more than 4 quarts of formulated product per acre per application
 Do not apply more than 265 quarts of formulated product per acre per year
","1","","https://home.agrian.com/","2015-07-09","","Grape Fungicide Entry Form (US)","Previsto_Label.pdf","Previsto_MSDS.pdf","","4.30.36.70",
"2017-06-21 13:59:36 +00:00","PREV-AM ULTRA","Oro Agri","","Other","Liquid","Sodium Tetraborohydrate Decahydrate","","0.99","","No","72662-3","M4","","Warning","Botrytis, Downy mildew, Powdery mildew, Other","","","50","Bunch rot","","50","fl oz","","50","12","","10-14","","0","0","","","Spray application (Air)","","Do not use on vineyards within 14 days after treating with sulfur.
Do not apply to point of run off.
Foliage injury may occur under stressed plant
conditions. Test for sensitivity if uncertain.","1","","https://home.agrian.com/","2016-08-29","","Grape Fungicide Entry Form (US)","PREV-AM_ULTRA1e_Label.pdf","PREV-AM_ULTRA_MSDSk8.pdf","","4.30.36.70",
"2017-06-20 17:59:44 +00:00","Premium Micronized One Liquid Sulfur","American Fertilizer and Foliar","","Other","Liquid","Sulfur","","52","","No"," 57538-5-85689","M2","","Caution","Powdery mildew","","","1","","","2","pt","","1.5","24","","0","","0","5","","","Spray application (Air)","","Make first application when shoots are 6 to 8"" long,
 second when shoots are 12 to 15"" long, and third
about bloom stage. The timing, rate and number of
applications will vary with local conditions. Consult
state agricultural experiment station in your region for
specific information. Follow “Note to User” section
on this label","1","","","2014-07-23","","Grape Fungicide Entry Form (US)","Premium_Micronized_One_Liquid_Sulfur_Label1.pdf","Premium_Micronized_One_Liquid_Sulfur_MSDS.pdf","","4.30.36.70",
"2017-06-20 17:45:34 +00:00","Phyton 27 AG","Pyhton Corporation","","Other","Liquid","Copper Sulphate Pentahydrate","","21.27","","No","49538-5","M11","","Caution","Downy mildew, Powdery mildew, Other","","","15","Gray mold","","25","fl oz","","20","48","","3","","20 (metallic copper/A)","0","","","Spray application (Air)","","Begin applications at bud break with following
applications throughout the season, depending on
disease severity. Foliage injury may occur on copper
sensitive varieties such as Concord, Delaware, Niagara and Rosette.","1","","https://home.agrian.com/","2012-04-09","","Grape Fungicide Entry Form (US)","Phyton_27_AG_Label.pdf","Phyton_27_AG_MSDS.pdf","","4.30.36.70",
"2017-06-20 17:34:17 +00:00","Phostrol","NuFarm Americas","","Other","Liquid","Mono- and dibasic sodium, potassium, and ammonium phosphites","","53.6","","No","55146-83","33","","Caution","Downy mildew","","","2.5","","","5","pt","","3.5","4","","0","","0","10","","","Spray application (Air)","","NOTE: Due to varietal sensitivity, test for
sensitivity prior to use.","1","","https://home.agrian.com/","2014-07-02","","Grape Fungicide Entry Form (US)","Phostrol_Label.pdf","Phostrol_MSDS.pdf","","4.30.36.70",
"2017-06-20 17:26:11 +00:00","Phoenix Siskin","United Phosphorus Inc (UPI)","","Other","Liquid","Myclobutani","","19.7","","No"," 70506-284","3","","Caution","Anthracnose, Black rot, Powdery mildew","","","6","","","10","fl oz","","7.5","24","","14","","0.6","46","","","Spray application (Air)","","Black rot-Post-infection Schedule: Apply within 72 hours
after the beginning of an infection period.
Powdery mildew-Begin application at prebloom (12 to 18 inch shoots) and do not extend applications
beyond a 21 day interval.","1","","https://home.agrian.com/","2013-05-08","","Grape Fungicide Entry Form (US)","Phoenix_Siskin_Label.pdf","Pegasus_DFX_MSDS3.pdf","","4.30.36.70",
"2017-06-20 16:25:41 +00:00","Ph-D(R) Fungicide","Alysta LifeScience North America","","Other","Dry","Polyoxin D zinc salt","","11.3","","No"," 66330-56","19","","Caution","Alternaria, Anthracnose, Black rot, Botrytis, Other","Powdery mildew","","6.2","Root rot","Hard brown rot","6.2","oz","","6.2","24","","7","0","3","2.1","","","Spray application (Air)","","","1","","https://home.agrian.com/","2015-05-21","","Grape Fungicide Entry Form (US)","Ph-DR_WDG_Label.pdf","Ph-DR_WDG1_MSDS.pdf","","4.30.36.70",
"2017-06-16 17:49:27 +00:00","Penncozeb 80WP	","United Phosphorus Inc (UPI)","","Other","Dry","Mancozeb","Ethylenebisdithiocarbamate ","80","62","No","70506-183","M","M3","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm)","Other","","1.5","Bunch Rot","","4","lb","","2.5","24","","7-14","66 days of harvest","6","0","","","Spray application (Air)","","","1","","http://agrian.com","2014-01-24","","Grape Fungicide Entry Form (US)","Penncozeb_80WP_Label.pdf","Penncozeb_80WP_MSDS.pdf","","4.30.36.70",
"2017-06-16 17:41:22 +00:00","Penncozeb 75DF","United Phosphorus Inc (UPI)","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","NA","Mancozeb: ","Manganese++ ","75","15","No"," 70506-185 ","M3","M3","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Other","","","1.5","Bunch Rot","","4","lb","","2.5","24","","7-14","66 days of harvest","25.6","0","","","Spray application (Air)","","","1","","http://agrian.com","2014-12-03","","Grape Fungicide Entry Form (US)","Penncozeb_75DF1h_Label.pdf","Penncozeb_75DF_MSDS6.pdf","","4.30.36.70",
"2017-06-16 17:18:09 +00:00","Pegasus DFX","United Phosphorus Inc (UPI)","","Dusts (D)","NA","Chlorothalonil","","82.5","","No","70506-272","M5","","Danger","Botrytis","","","2.5","","","2.5","lb","","2.5","24","","7-14","","10","100","","","Spray application (Air)","","","1","","https://home.agrian.com/","2013-07-29","","Grape Fungicide Entry Form (US)","Pegasus_DFX_Label.pdf","Pegasus_DFX_MSDS.pdf","","4.30.36.70",
"2017-06-15 17:42:16 +00:00","Badge SC","Gowan Company","","No descriptions","NA","Copper Oxychloride","Copper Hydroxide","16.81","15.36","No","80289-3","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","0.75","","","3.5","pt","","2","48","","0","","0","70.4","","","Spray application (Air), Chemigation/irrigation, other","Ground","BADGE SC may be applied as an aerial, ground diluent or ground concentrate spray unless specifically directed otherwise in
the specific crop use directions.
The per acre use rate of BADGE SC is applicable for both diluent and concentrate spraying. Depending upon the equipment
used and the specific crop, the spray volume applied per acre will differ. Refer to Minimum Recommended Spray Volume Table.
Complete spray coverage is essential to ensure optimum performance from BADGE SC. When treating by aerial application or
with low volume application equipment, unless you have had specific previous experience, it is advisable to test for compatibility
and tolerance to crop injury prior to full scale commercial utilization.
Consult the BADGE SC label for specific rates and timing of application by crop. Where application rates and intervals are
provided in a range (e.g. 8 to 24 pints and 7 to 10 days), the higher rates and shorter spray intervals are recommended
when rainfall is heavy and/or disease pressure is high. Use the higher rates for large mature tree crops.
The pre harvest interval (PHI) for Badge SC is 0 days for all crops. Reentry into treated areas and harvest of treated crops can
be performed when wearing required PPE during the 24 hour REI for greenhouses and 48 hour REI for field applications","1","","http://Agrian.com","2014-03-19","","Grape Fungicide Entry Form (US)","Badge_SC_Label1ht.pdf","Badge_SC_MSDS.pdf","","4.30.36.70",
"2017-06-15 14:21:34 +00:00","AzoxyStar","Albaugh","","Flowables (F or L)","NA","Azoxystrobin","","22.9","","No","42750-261","11","","Caution","Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Other","Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Other","","10","Leaf spot","Leaf spot","15.5","fl oz","","12.75","4","","14","","0","92.3","","","Spray application (Air), Chemigation/irrigation, other","Ground","This pesticide is toxic to freshwater and estuarine/marine fish and aquatic invertebrates. Do not apply directly to water except as specified on
this label. For terrestrial uses, do not apply directly to water, or to areas where surface water is present or to intertidal areas below the mean
high water mark. Drift and runoff may be hazardous to aquatic organisms in neighboring areas. Do not contaminate water when disposing of
equipment washwater or rinsate.
Ground Water Advisory
Azoxystrobin and a degradate of azoxystrobin are known to leach through soil to ground water under certain conditions as a result of label
use. This chemical may leach into ground water if used in areas where soils are permeable, particularly where the water table is shallow.
Surface Water Advisory
This product may impact surface water quality due to runoff of rain water. This is especially true for poorly draining soils and soils with shallow
ground water. This product is classified as having a high potential for reaching surface water via runoff for several months or more after
application. A level, well-maintained vegetative buffer strip between areas to which this product is applied and surface water features such as
ponds, streams, and springs will reduce the potential loading of azoxystrobin and a degradate of azoxystrobin from runoff water and sediment.
Runoff of this product will be reduced by avoiding applications when rainfall or irrigation is expected to occur within 48 hours.
Notify State and/or Federal authorities and Albaugh immediately if you observe any adverse environmental effects due to use of this product.
Physical or Chemical Hazards
Do not mix or allow coming into contact with oxidizing agent. Hazardous chemical reaction may occur.","1","","","2014-10-01","","Grape Fungicide Entry Form (US)","AzoxyStar1e_Label.pdf","AZOXYSTAR_MSDS1.pdf","","4.30.36.70",
"2017-06-15 14:03:15 +00:00","Azoxy Teb","Albaugh","","No descriptions","NA","Tebuconazole","","18.35","","No","42750-285","11","3","Warning","Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","8.6","","","8.6","fl oz","","8.6","12","","14","","0","68.8","","","Spray application (Air), other","Ground","This pesticide is toxic to mammals, fish and aquatic invertebrates. Do not apply directly to water, or to areas where surface water is present or to
intertidal areas below the mean high water mark. Runoff may be hazardous to aquatic organisms in neighboring areas. Do not contaminate water
when cleaning equipment or disposing of equipment washwater or rinsate.","1","","http://Agrian.com","2015-04-01","","Grape Fungicide Entry Form (US)","Azoxy_Teb_Label1d.pdf","Azoxy_Teb_MSDS.pdf","","4.30.36.70",
"2017-05-22 12:49:41 +00:00","ArmorTech CLT 825 DF","United Turf Alliance","","No descriptions","NA","Chlorothalonil","","82.5","","No","86064-1","M5","","Danger","Rust","Rust","","1.25","","","1.25","lb","","1.25","12","","0","","0","44.4","","","Spray application (Air), Chemigation/irrigation, other","Ground","This product must not be applied within 150 feet (for aerial and air-blast applications), or 25 feet (for ground applications) from marine/estuarine water bodies unless there is an untreated buffer
area of that width between the area to be treated and the water body.
Avoiding spray drift at the application site is the responsibility of the applicator. The interactions of many equipment- and weather-related factors determine the potential for spray drift. The applicator
and the grower are responsible for considering all these factors when making decisions. The following drift management requirements must be followed to avoid off-target drift movement from
aerial applications to agricultural field crops. These requirements do not apply to forestry applications, public health uses or to applications using dry formulations.
The distance of the outer most nozzles on the boom must not exceed 3/4 the length of the wingspan or rotor.
Nozzles must always point backward parallel with the air stream and never be pointed downwards more than 45 degrees.
Where states have more stringent regulations, they should be observed.
The applicator should be familiar with and take into account the information covered in the Aerial Drift Reduction Advisory Information","1","","http://Agrian.com","2017-01-01","","Grape Fungicide Entry Form (US)","ArmorTech_CLT_825_DF_Label1.pdf","ArmorTech_CLT_825_DF_MSDS1.pdf","","4.30.36.70",
"2017-05-22 12:29:23 +00:00","ArmorTech CLT 720 FL","United Turf Alliance","","No descriptions","NA","Chlorothalonil","","54","","No","86064-2","M5","","Warning","Rust, Other","Rust, Other","","1.4","Gymnosporangium","Puccinia","1.4","pt","","1.4","12","","0","","0","0","","","Spray application (Air), Chemigation/irrigation, other","Ground","Use this product only in accordance with its labeling and with the Worker Protection Standard, 40 CFR Part 170. This Standard contains requirements for the
protection of agricultural workers on farms, forests, nurseries, and greenhouses and handlers of agricultural pesticides. It contains requirements for training,
decontamination, notification, and emergency assistance. It also contains specific instructions and exceptions pertaining to the statements on this label about
personal protective equipment (PPE), and restricted-entry interval (REI). The requirements in this box only apply to uses of this product that are covered by the
Worker Protection Standard (WPS).
DO NOT enter or allow worker entry into treated areas during the restricted-entry interval (REI) of 12 hours.
PPE required for early entry to treated areas that is permitted under the Worker Protection Standard and that involves contact with anything that has been
treated, such as plants, soil, or water, is: coveralls, chemical-resistant gloves made of any waterproof material, shoes plus socks, and protective eyewear.
Special Eye Irritation Provisions: This product is a severe eye irritant. Although the restricted-entry interval expires after 12 hours, for the next 6 1/2 days entry
is permitted only when the following safety measures are provided:
At least one container designed specifically for flushing eyes must be available in operating condition at the WPS-required decontamination site intended for
workers entering the treated area.
Workers must be informed, in a manner they can understand:
• that residues in the treated area may be highly irritating to their eyes;
• that they should take precautions, such as refraining from rubbing their eyes, to keep the residues out of their eyes;
• that if they do get residues in their eyes, they should immediately flush their eyes using the eyeflush container that is located at the decontamination site or
using other readily available clean water; and
• how to operate the eyeflush container.","1","","http://Agrian.com","2017-01-01","","Grape Fungicide Entry Form (US)","ArmorTech_CLT_720_FL_Label1.pdf","ArmorTech_CLT_720_FL_MSDS1.pdf","","4.30.36.70",
"2017-05-22 12:21:59 +00:00","ArmorTech CLT 720","Quali-Pro","","Flowables (F or L)","NA","Chlorothalonil","","54","","No","66222-154","M5","","Warning","Rust","Rust","","2","","","9","pt","","5.5","12","","0","","0","48","","","Spray application (Air), Chemigation/irrigation, other","Ground","Applications should not occur during a temperature inversion because drift potential is high. Temperature inversions restrict vertical air mixing, which causes small suspended droplets to remain in a concentrated cloud. This cloud can move in unpredictable directions due to the light variable winds common during inversions. Temperature inversions are
characterized by increasing temperatures with altitude and are common on nights with limited cloud cover and light to no wind. They begin to form as the sun sets and often continue into the morning. Their presence can be indicated by ground fog; however, if fog is not present, inversions can also be identified by the movement of smoke from a ground source or an aircraft smoke generator. Smoke that layers and moves laterally in a concentrated cloud (under low wind conditions) indicates an inversion, while smoke that moves upward and rapidly dissipates indicates good vertical air mixing. ","1","","http://Agrian.com","2017-01-01","","Grape Fungicide Entry Form (US)","ArmorTech_CLT_720_Label1w.pdf","ArmorTech_CLT_720_MSDS2w.pdf","","4.30.36.70",
"2017-05-18 15:29:07 +00:00","Aprovia","Syngenta Crop Protection","","Emulsifiable Concentrates (EC or E)","NA"," Benzovindiflupyr","","10.27","","No","100-1471","7","","Caution, Danger","Alternaria, Angular leaf spot, Anthracnose, Black rot, Phomopsis (aka dead arm), Powdery mildew, Rotbrenner, Septoria, Other","Alternaria, Angular leaf spot, Anthracnose, Black rot, Phomopsis (aka dead arm), Powdery mildew, Rotbrenner, Septoria, Other","","8.6","Leaf Blight","","10.5","fl oz","","9.55","12","","21","","0","31.5","","","other","Ground","Corrosive to the eyes. Causes irreversible eye damage. Causes skin irritation. Harmful if
inhaled, swallowed or absorbed through skin. Do not get in eyes or on skin or clothing.
Avoid breathing spray mist.","1","","http://Agrian.com","2016-01-01","","Grape Fungicide Entry Form (US)","Aprovia_Label1.pdf","Aprovia_MSDS.pdf","","4.30.36.70",
"2017-05-18 15:20:45 +00:00","AmTide Tebuconazole 45WDG","AmTide","","No descriptions","NA","Tebuconazole","","45","","No","83851-4","3","","Caution","Botrytis, Powdery mildew, Other","Botrytis, Powdery mildew, Other","","4","Black rot","Black rot","4","oz","","4","12","","14","","0","32","","","Spray application (Air), other","Ground","This pesticide is toxic to estuarine and marine invertebrates. Do not apply directly to water, or to areas where surface water
is present or to intertidal areas below the mean high-water mark. Drift and runoff may be hazardous to aquatic organisms
in neighboring areas. Do not contaminate water when disposing of equipment washwater or rinsate.","1","","http://Agrian.com","2012-04-13","","Grape Fungicide Entry Form (US)","AmTide_Tebuconazole_45WDG_Label2w.pdf","AmTide_Tebuconazole_45WDG_MSDS.pdf","","4.30.36.70",
"2017-05-18 15:09:14 +00:00","Alude","NuFarm Americas","","No descriptions","NA","Mono- and dibasic sodium, potassium, and ammonium phosphites","","53.6","","No","55146-83","33","","Caution","Downy mildew","Downy mildew","","2.5","","","5","pt","","3.75","4","","0","","0","0","","","Spray application (Air), Chemigation/irrigation, other","Ground","For terrestrial use: DO NOT apply directly to water, or to areas where surface water is present or to intertidal areas below the mean high
water mark. DO NOT contaminate water when disposing of equipment wash waters or rinsate. This pesticide is toxic to fish and aquatic
organisms. DO NOT apply to water. Drift and runoff from treated areas may be hazardous to fish and aquatic organisms in adjacent aquatic sites.","1","","http://Agrian.com","2017-01-01","","Grape Fungicide Entry Form (US)","Alude_Label.pdf","Alude_MSDS.pdf","","4.30.36.70",
"2017-05-18 14:48:25 +00:00","Aliette WDG","Bayer CropScience","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","NA","Aluminum tris","","80","","No","264-516","33","","Caution","Downy mildew","Downy mildew","","3","","","5","lb","","4","12","","15","","7","35","","","Spray application (Air), Chemigation/irrigation, other","Ground","This product is toxic to aquatic and estuarine invertebrates. Drift and runoff may be
hazardous to aquatic and estuarine organisms in neighboring areas. Do not apply
directly to water, to areas where surface water is present or to intertidal areas below
the mean high water mark. Do not contaminate water when disposing of equipment
washwaters. ","1","","http://Agrian.com","2011-02-10","","Grape Fungicide Entry Form (US)","Aliette_WDG_Fungicide_Label4b.pdf","Aliette_WDG_Fungicide_MSDS1e.pdf","","4.30.36.70",
"2017-05-18 14:33:28 +00:00","Aframe","Syngenta Crop Protection","","Other","Suspensions","Azoxystrobin","","22.9","","No","100-1098","11","","Caution","Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","10","","","15.5","fl oz","","12.75","4","","14","","0","92.3","","","Spray application (Air), Chemigation/irrigation, other","Ground","Application: Thorough coverage is necessary to provide good disease control. Make no more spray solution than is needed for application. Avoid spray
overlap, as crop injury may occur.
Adjuvants: When an adjuvant is to be used with this product, the use of an adjuvant that meets the standards of the Chemical Producers and Distributors
Association (CPDA) adjuvant certifi cation is recommended.
Effi cacy: Under certain conditions conducive to extended infection periods, use another registered fungicide for additional applications if maximum
amount of Aframe has been used. If resistant isolates to Group 11 fungicides are present, effi cacy can be reduced for certain diseases. The higher rates
in the rate range and/or shorter spray intervals may be required under conditions of heavy infection pressure, with highly susceptible varieties, or when
environmental conditions are conducive to disease.","1","","","2017-01-01","","Grape Fungicide Entry Form (US)","Aframe_Label1g.pdf","Aframe_MSDS1f.pdf","","4.30.36.70",
"2017-05-18 14:24:39 +00:00","Actinovate","Novozymes BioAg","","Other","Dry","Streptomyces lydicus WYEC","","0.0371","","No","73314-1","NC","","Caution","Alternaria, Anthracnose, Armillaria, Botrytis, Downy mildew, Fusarium, Powdery mildew, Verticillium, Other","Alternaria, Anthracnose, Armillaria, Botrytis, Downy mildew, Fusarium, Powdery mildew, Verticillium, Other","","3","Aphanomyces","Erwinia","12","oz","","7.5","1","","0","","0","0","","","Spray application (Air), Chemigation/irrigation, other","Seed Treatment","Controls/suppresses soil-borne plant diseases
such as Pythium, Rhizoctonia, Phytophthora,
Verticillium and Fusarium when applied according
to label directions
Suppresses and controls foliar diseases such as
powdery mildew, downy mildew, greasy spot,
Botrytis, Sclerotinia, Monilinia, Alternaria, Erwinia
and bacterial spot (Xanthomonas perforans)
when applied according to label directions
100% soluble – will not clog machinery","1","","http://Agrian.com","2017-01-01","","Grape Fungicide Entry Form (US)","Actinovate_AG1_Label.pdf","Actinovate_AG1_MSDS.pdf","","4.30.36.70",
"2017-05-18 14:04:51 +00:00","Abound Flowable","Syngenta Crop Protection","","Flowables (F or L)","NA","Azoxystrobin","","22.9","","No","100-1098","11","","Caution","Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","10","","","15.5","fl oz","","12.75","24","4","14","","0","92.3","0","0","Spray application (Air), Chemigation/irrigation, other","Ground","Abound is extremely phytotoxic to certain apple varieties.
AVOID SPRAY DRIFT. Extreme care must be used to prevent injury to apple trees (and
apple fruit).
DO NOT spray Abound where spray drift may reach apple trees.
DO NOT spray when conditions favor drift beyond area intended for application.
Conditions which may contribute to drift include thermal inversion, wind speed and
direction, sprayer nozzle/pressure combinations, spray droplet size, etc. Contact your
State extension agent for spray drift prevention guidelines in your area.
DO NOT use spray equipment which has been previously used to apply Abound to spray
apple trees. Even trace amounts can cause unacceptable phytotoxicity to certain apple
and crabapple varieties.
AVOIDING SPRAY DRIFT IS THE RESPONSIBILITY OF THE APPLICATOR.","1","","http://Agrian.com","2016-01-01","","Grape Fungicide Entry Form (US)","Abound_Flowable1c_Label.pdf","Abound_Flowable_MSDS1g.pdf","","4.30.36.70",
"2017-04-06 18:25:22 +00:00","Abound","Syngenta Crop Protection","","Flowables (F or L)","1","azoxystrobin","","22.9","","No","100-1098","11","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","10.0","","","10.0","fl oz","","","4","","14","1","0","92.3","","1","Spray application, Soil application (drench), Chemigation/irrigation","","","1","","","2016-01-01","Abound_Flowable1c_Label-2016.pdf","Grape Fungicide Entry Form (US)","","","Mizuho","198.160.209.245",
